id,codigo,ex,tipo,descricao,nacional_federal,importados_federal,estadual,municipal,vigencia_inicio,vigencia_fim,chave,versao,fonte,estado
48997,07097000,,0,Espinafres frescos ou refrigerados,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
48998,07099100,,0,Alcachofras frescas ou refrigeradas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
48999,07099200,,0,"Azeitonas,frescos ou refrigerados",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49000,07099300,,0,"Aboboras, abobrinhas e cabacas (curcubita spp.)",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49001,07099911,,0,"Milho doce,para semeadura",13.45,15.45,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49002,07099919,,0,"Milho doce,fresco ou refrig.exc.p/semeadura",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49003,07099990,,0,"Outros produtos horticolas,frescos ou refrigerados",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49004,07101000,,0,"Batatas congeladas,nao cozidas ou cozidas em agua/vapor",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49005,07102100,,0,"Ervilhas congeladas,nao cozidas/cozidas em agua/vapor",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49006,07102200,,0,"Feijoes congelados,nao cozidos ou cozidos em agua/vapor",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49007,07102900,,0,"Outs.legumes de vagem,congel.n/cozidos/ cozidos agua/etc",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49008,07103000,,0,Espinafres congelad.n/cozidos ou cozidos em agua/vapor,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49009,07104000,,0,"Milho doce congelado,n/cozido ou cozido em agua/vapor",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49010,07108000,,0,Outs.prods.horticolas congel.n/cozidos/ cozidos agua/etc,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49011,07109000,,0,Misturas de prods.horts.cong.n/cozidos/ cozidos agua/etc,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49012,07112010,,0,Azeitonas conserv.com agua salgada,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49013,07112020,,0,Azeitonas conserv.com agua sulfurada/adic.de outs.subst,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49014,07112090,,0,Outros azeitonas conservadas transitoriamente,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49015,07114000,,0,Pepinos e pepininhos cornichons,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49016,07114000,1.0,0,"Pepinos e pepininhos cornichons, com agua salgada, sulfurada ou adicionada de outras substancias",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49017,07115100,,0,Cogumelos (agaricus),13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49018,07115100,1.0,0,"Cogumelos (agaricus), com agua salgada, sulfurada ou adicionada de outras substancias",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49019,07115900,,0,Outs.cogumelos,15.0,21.07,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49020,07115900,1.0,0,"Outs.cogumelos, com agua salgada, sulfurada ou adicionada de outras substancias",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49021,07119000,,0,"Outros produtos horticolas,misturas de produtos hoticolas",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49022,07119000,1.0,0,"Outros produtos horticolas,misturas de produtos hoticolas, com agua salgada, sulfurada ou adicionada de outras substancias",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49023,07122000,,0,"Cebolas secas,incl.pedacos,fatias,po,etc. s/qq.out.prep.",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49024,07123100,,0,"Cogumelos (agaricus),secos,incl.pedacos, etc.s/qq.out.prep",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49025,07123200,,0,"Orelhas-de-judas,secos,incl.pedacos,etc. s/qq.out.prep",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49026,07123300,,0,"Tremelas,secos,incl.pedacos,etc.s/qq.out. prep",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49027,07123400,,0,Produtos horticolas plantas raizes e tuberculos comestiveis Produtos horticolas secos mesmo cortados em pedacos ou fatias ou ainda triturados ou em po mas sem qualquer outro preparo Shitake Lentinus edodes ,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49028,07123900,,0,"Outros cogumelos e trufas,secos,incl. pedacos,etc.s/qq.out.prep",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49029,07129010,,0,Alho comum em po sem qualquer outro preparo,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49030,07129090,,0,"Outs.prods.horts/misturas,secos,incl.pedacos,fatias,etc",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49031,07129090,1.0,0,Milho doce,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49032,07131010,,0,"Ervilhas (pisum sativum),secas,em graos,para semeadura",13.45,15.45,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49033,07131090,,0,"Outros ervilhas (pisum sativum),secas,em graos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49034,07132010,,0,"Grao-de-bico,seco,para semeadura",13.45,15.45,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49035,07132090,,0,"Outros graos-de-bico,secos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49036,07133110,,0,"Feijoes (vigna mungo ou radiata) secos,para semeadura",13.45,15.45,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49037,07133190,,0,"Outs.feijoes (vigna mungo ou radiata),secos,em graos",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49038,07133210,,0,"Feijao adzuki,seco,para semeadura",13.45,15.45,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49039,07133290,,0,"Outros feijoes adzuki,secos,em graos",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49040,07133311,,0,"Feijao comum,preto,seco,para semeadura",13.45,15.45,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49041,07133319,,0,"Outros feijoes comuns,pretos,secos,em graos",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49042,07133321,,0,"Feijao comum,branco,seco,para semeadura",13.45,15.45,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49043,07133329,,0,"Outros feijoes comuns,brancos,secos,em graos",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49044,07133391,,0,"Outros feijoes comuns,secos,para semeadura",13.45,15.45,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49045,07133399,,0,"Outros feijoes comuns,secos,em graos",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49046,07133410,,0,Feijao-bambara (vigna subterranea ou voandzeia subterranea) para semeadura,13.45,15.45,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49047,07133490,,0,"Outros feijoes-bambara (vigna subterranea ou voandzeia subterranea),secos,em graos",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49048,07133510,,0,"Feiao fradinho seco ,para semeadura",13.45,15.45,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49049,07133590,,0,"Outros feijoes fradinho ,secos,em graos",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49050,07133910,,0,"Outs.feijoes (vigna ou phaseolus),secos,para semeadura",13.45,15.45,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49051,07133990,,0,"Outros feijoes (vigna ou phaseolus),secos,em graos",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49052,07134010,,0,"Lentilhas secas,para semeadura",13.45,15.45,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49053,07134090,,0,"Outros lentilhas secas,em graos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49054,07135010,,0,"Favas e fava forrageira,secas,para semeadura",13.45,15.45,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49055,07135090,,0,"Outros favas e fava forrageira,secas,em graos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49056,07136010,,0,"Feijoes-guando,secos,em graos,para semeadura",13.45,15.45,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49057,07136090,,0,"Outros feijoes-guando,secos,em graos",13.45,19.52,12.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49058,07139010,,0,"Outs.legumes de vagem,secos,em graos,para semeadura",13.45,15.45,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49059,07139090,,0,"Outros legumes de vagem,secos,em graos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49060,07141000,,0,"Raizes de mandioca,frescas,refrigeradas, congel.ou secas",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49061,07142000,,0,"Batatas-doces,frescas,refrigeradas, congeladas ou secas",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49062,07143000,,0,"Inhames (...),frescos,etc.e medula de sagueiro",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49063,07144000,,0,"Taros (...),frescos,etc.e medula de sagueiro",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49064,07145000,,0,"Mangaritos (...),frescos,etc.e medula de sagueiro",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49065,07149000,,0,"Outs.raizes,tuberculos,frescos,etc.e medula de sagueiro",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49066,08011100,,0,Cocos dessecados,13.45,32.94,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49067,08011100,1.0,0,"Cocos dessecados, acondicionados em embalagens de apresentacao",13.45,32.94,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49068,08011200,,0,Cocos na casca interna (endocarpo),13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49069,08011900,,0,Outros cocos frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49070,08012100,,0,"Castanha-do-para,fresca ou seca,com casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49071,08012100,1.0,0,"Castanha-do-para,com casca, seca e acondicionada em embalagem de apresentacao",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49072,08012200,,0,"Castanha-do-para,fresca ou seca,sem casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49073,08012200,1.0,0,"Castanha-do-para,sem casca, seca e acondicionada em embalagem de apresentacao",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49074,08013100,,0,"Castanha de caju,fresca ou seca,com casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49075,08013100,1.0,0,"Castanha de caju,com casca, seca e acondicionada em embalagem de apresentacao",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49076,08013200,,0,"Castanha de caju,fresca ou seca,sem casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49077,08013200,1.0,0,"Castanha de caju,sem casca, seca e acondicionada em embalagem de apresentacao",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49078,08021100,,0,"Amendoas frescas ou secas,com casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49079,08021200,,0,"Amendoas frescas ou secas, sem casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49080,08022100,,0,"Avelas (corylus spp) frescas ou secas,com casca",13.45,17.97,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49081,08022200,,0,"Avelas (corylus spp) frescas ou secas, sem casca",13.45,15.45,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49082,08023100,,0,"Nozes frescas ou secas,com casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49083,08023200,,0,"Nozes frescas ou secas, sem casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49084,08024100,,0,"Castanhas (castanea spp) frescas ou secas, com casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49085,08024200,,0,"Castanhas (castanea spp) frescas ou secas, sem casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49086,08025100,,0,"Pitacios com casca, frescos ou secos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49087,08025200,,0,"Pitacios sem casca, frescos ou secos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49088,08026100,,0,"Nozes de macadamia,frescas ou secas, com casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49089,08026200,,0,"Nozes de macadamia,frescas ou secas, sem casca",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49090,08027000,,0,"Nozes de cola (...),frescas ou secas",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49091,08028000,,0,"Nozes de areca (...),frescas ou secas",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49092,08029100,,0,Fruta cascas de citros citrinos e de meloes outra fruta de casca rija fresca ou seca mesmo com casca ou pelada Pinhoes com casca,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49093,08029200,,0,Fruta cascas de citros citrinos e de meloes outra fruta de casca rija fresca ou seca mesmo com casca ou pelada Pinhoes sem casca,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49094,08029900,,0,Fruta cascas de citros citrinos e de meloes outra fruta de casca rija fresca ou seca mesmo com casca ou pelada outra,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49095,08031000,,0,Bananas da terra frescas ou secas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49096,08031000,1.0,0,Bananas da terra frescas ou secas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49097,08039000,,0,Outras bananas frescas ou secas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49098,08039000,1.0,0,"Outras bananas, secas e acondicionadas em embalagens de apresentacao",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49099,08041010,,0,Tamaras frescas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49100,08041020,,0,Tamaras secas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49101,08042010,,0,Figos frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49102,08042020,,0,Figos secos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49103,08043000,,0,Abacaxis frescos ou secos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49104,08043000,1.0,0,"Abacaxis ananases, secos e acondicionados em embalagens de apresentacao",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49105,08044000,,0,Abacates frescos ou secos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49106,08044000,1.0,0,"Abacates, secos e acondicionados em embalagens de apresentacao",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49107,08045010,,0,"Goiabas,frescos ou secos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49108,08045010,1.0,0,"Goiabas, secas e acondicionadas em embalagens de apresentacao",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49109,08045020,,0,"Mangas,frescos ou secos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49110,08045020,1.0,0,"Mangas, secas e acondicionadas em embalagens de apresentacao",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49111,08045030,,0,Mangostoes,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49112,08045030,1.0,0,"Mangostoes, secos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49113,08051000,,0,Laranjas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49114,08051000,1.0,0,"Laranjas, secas",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49115,08052100,,0,Mandarinas (incluindo as tangerinas e as satsumas),13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49116,08052100,1.0,0,Mandarinas (incluindo as tangerinas e as satsumas),13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49117,08052200,,0,Clementinas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49118,08052200,1.0,0,Clementinas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49119,08052900,,0,Outros,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49120,08052900,1.0,0,Outros,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49121,08054000,,0,Toranjas e pomelos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49122,08054000,1.0,0,"Toranjas e pomelos, secos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49123,08055000,,0,"Limoes (citrus limon, citrus limonum) e limas",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49124,08055000,1.0,0,"Limoes (citrus limon, citrus limonum) e limas, secos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49125,08059000,,0,Outros citricos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49126,08059000,1.0,0,"Outros citricos, secos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49127,08061000,,0,Uvas frescas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49128,08062000,,0,Uvas secas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49129,08071100,,0,Melancias frescas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49130,08071900,,0,Meloes frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49131,08072000,,0,Mamoes (papaias) frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49132,08081000,,0,Macas frescas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49133,08083000,,0,Peras frescas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49134,08084000,,0,Marmelos frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49135,08091000,,0,Damascos frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49136,08092100,,0,"Cerejas acidas, frescas",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49137,08092900,,0,Outras cerejas frescas,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49138,08093010,,0,Pessegos frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49139,08093020,,0,"Brugnons e nectarinas,frescos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49140,08094000,,0,"Ameixas e abrunhos,frescos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49141,08101000,,0,Morangos frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49142,08102000,,0,"Framboesas,amoras e amoras-framboesas,frescas",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49143,08103000,,0,"Groselhas, incluindo o cassis, frescos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49144,08104000,,0,"Airelas,mirtilos e outs.frutas genero vaccinium,frescos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49145,08105000,,0,"Quivis kiwis,frescos",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49146,08106000,,0,Durioes frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49147,08107000,,0,Caquis (...) frescos,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49148,08109011,,0,Carambolas (averrhoa carambola),13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49149,08109012,,0,Anonas e outras frutas do genero annona,13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49150,08109013,,0,Jacas (artocarpus heterophyllus),13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49151,08109014,,0,Lechias (Litchi chinensis),13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49152,08109015,,0,Maracujas (Passiflora edulis),13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49153,08109016,,0,"Pitaias (Hylocereus spp., Selenicereus undatus)",13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
49154,08109017,,0,Tamarindos (Tamarindus indica),13.45,19.52,17.0,0.0,20/04/2024,31/05/2024,244637,24.1.D,IBPT/empresometro.com.br,MT
